"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url1","Input.image_url2","Input.image_url3","Input.image_url4","Input.image_url5","Input.image_url6","Input.image_url7","Input.image_url8","Input.image_url9","Input.image_url10","Answer.annotatedResult","Answer.annotatedResult.boundingBoxes","Answer.annotatedResult.inputImageProperties.height","Answer.annotatedResult.inputImageProperties.width","Approve","Reject"
"306W7JMRYYLBXUZFOMUUQZGLXYL8BJ","306E1TDSET2TKNKEVJWHXMSDP86DRI","Draw bounding boxes to annotate the edges of historical photos","Please draw bounding boxes to annotate the edges of left and right images regardless of ""artifact"" - tapes, scratches, light leaks, etc.","bounding box, historical photos, keystone","$0.20","Mon May 06 23:11:15 PDT 2019","1","BatchId:3633317;OriginalHitTemplateId:928390838;","604800","604800","Mon May 20 23:11:15 PDT 2019","","","39PAAFCODNNBRCN2M31R7R24ASXTV3","A2OAZPREKF6PQR","Submitted","Mon May 06 23:37:35 PDT 2019","Tue May 07 00:05:01 PDT 2019","Tue May 14 00:05:01 PDT 2019","","","","1646","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04729.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04749.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04769.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04789.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04809.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04829.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04849.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04869.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04889.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04909.jpg","","[{""height"":782,""label"":""Left Image"",""left"":53,""top"":4,""width"":655},{""height"":769,""label"":""Right Image"",""left"":717,""top"":8,""width"":618}]","788","1400"
"341H3G5YF01PX3XSZWXIJ2H653V0ZU","306E1TDSET2TKNKEVJWHXMSDP86DRI","Draw bounding boxes to annotate the edges of historical photos","Please draw bounding boxes to annotate the edges of left and right images regardless of ""artifact"" - tapes, scratches, light leaks, etc.","bounding box, historical photos, keystone","$0.20","Mon May 06 23:11:15 PDT 2019","1","BatchId:3633317;OriginalHitTemplateId:928390838;","604800","604800","Mon May 20 23:11:15 PDT 2019","","","3ND9UOO81LP0NOF2344W72B1NODLW2","A2OAZPREKF6PQR","Submitted","Mon May 06 23:37:17 PDT 2019","Mon May 06 23:40:45 PDT 2019","Mon May 13 23:40:45 PDT 2019","","","","208","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04731.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04751.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04771.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04791.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04811.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04831.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04851.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04871.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04891.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04911.jpg","","[{""height"":655,""label"":""Left Image"",""left"":46,""top"":32,""width"":576},{""height"":649,""label"":""Right Image"",""left"":633,""top"":32,""width"":598}]","807","1400"
"34R3P23QHSOWE8YJMHKWQQM5AITHWN","306E1TDSET2TKNKEVJWHXMSDP86DRI","Draw bounding boxes to annotate the edges of historical photos","Please draw bounding boxes to annotate the edges of left and right images regardless of ""artifact"" - tapes, scratches, light leaks, etc.","bounding box, historical photos, keystone","$0.20","Mon May 06 23:11:15 PDT 2019","1","BatchId:3633317;OriginalHitTemplateId:928390838;","604800","604800","Mon May 20 23:11:15 PDT 2019","","","3BDCF01OGYH4CTA2I5MKSZWHYWDLY1","A2OAZPREKF6PQR","Submitted","Mon May 06 23:37:30 PDT 2019","Mon May 06 23:58:53 PDT 2019","Mon May 13 23:58:53 PDT 2019","","","","1283","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04733.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04753.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04773.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04793.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04813.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04833.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04853.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04873.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04893.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04913.jpg","","[{""height"":786,""label"":""Left Image"",""left"":64,""top"":8,""width"":638},{""height"":782,""label"":""Right Image"",""left"":722,""top"":12,""width"":633}]","794","1400"
"30Z7M1Q8UY76EKUNI8UYVOWFFG08AO","306E1TDSET2TKNKEVJWHXMSDP86DRI","Draw bounding boxes to annotate the edges of historical photos","Please draw bounding boxes to annotate the edges of left and right images regardless of ""artifact"" - tapes, scratches, light leaks, etc.","bounding box, historical photos, keystone","$0.20","Mon May 06 23:11:15 PDT 2019","1","BatchId:3633317;OriginalHitTemplateId:928390838;","604800","604800","Mon May 20 23:11:15 PDT 2019","","","3EICBYG645JLE0LXJSSIFTR6RJQJCP","A2OAZPREKF6PQR","Submitted","Mon May 06 23:37:25 PDT 2019","Mon May 06 23:52:15 PDT 2019","Mon May 13 23:52:15 PDT 2019","","","","890","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04735.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04755.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04775.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04795.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04815.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04835.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04855.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04875.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04895.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04915.jpg","","[{""height"":777,""label"":""Left Image"",""left"":75,""top"":6,""width"":629},{""height"":779,""label"":""Right Image"",""left"":717,""top"":4,""width"":621}]","783","1400"
"3JTPR5MTZSZT3FK7W10KDIPKI2T5KY","306E1TDSET2TKNKEVJWHXMSDP86DRI","Draw bounding boxes to annotate the edges of historical photos","Please draw bounding boxes to annotate the edges of left and right images regardless of ""artifact"" - tapes, scratches, light leaks, etc.","bounding box, historical photos, keystone","$0.20","Mon May 06 23:11:15 PDT 2019","1","BatchId:3633317;OriginalHitTemplateId:928390838;","604800","604800","Mon May 20 23:11:15 PDT 2019","","","33NF62TLXKP3XYXLB59G3C4EWSZJK2","A2OAZPREKF6PQR","Submitted","Mon May 06 23:38:11 PDT 2019","Tue May 07 00:07:51 PDT 2019","Tue May 14 00:07:51 PDT 2019","","","","1780","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04737.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04757.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04777.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04797.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04817.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04837.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04857.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04877.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04897.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04917.jpg","","[{""height"":784,""label"":""Left Image"",""left"":64,""top"":4,""width"":624},{""height"":782,""label"":""Right Image"",""left"":717,""top"":6,""width"":612}]","788","1400"
"3J94SKDEKICLP9EX4KEX95UUYTWD5T","306E1TDSET2TKNKEVJWHXMSDP86DRI","Draw bounding boxes to annotate the edges of historical photos","Please draw bounding boxes to annotate the edges of left and right images regardless of ""artifact"" - tapes, scratches, light leaks, etc.","bounding box, historical photos, keystone","$0.20","Mon May 06 23:11:15 PDT 2019","1","BatchId:3633317;OriginalHitTemplateId:928390838;","604800","604800","Mon May 20 23:11:15 PDT 2019","","","3R0T90IZ1TZBNYVWBM7FIGZQZR9CGE","A2OAZPREKF6PQR","Submitted","Mon May 06 23:37:32 PDT 2019","Tue May 07 00:02:04 PDT 2019","Tue May 14 00:02:04 PDT 2019","","","","1472","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04739.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04759.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04779.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04799.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04819.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04839.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04859.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04879.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04899.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04919.jpg","","[{""height"":774,""label"":""Left Image"",""left"":75,""top"":8,""width"":616},{""height"":772,""label"":""Right Image"",""left"":726,""top"":12,""width"":607}]","788","1400"
"386659BNTL4S27CKRLOQR8XUSOI106","306E1TDSET2TKNKEVJWHXMSDP86DRI","Draw bounding boxes to annotate the edges of historical photos","Please draw bounding boxes to annotate the edges of left and right images regardless of ""artifact"" - tapes, scratches, light leaks, etc.","bounding box, historical photos, keystone","$0.20","Mon May 06 23:11:15 PDT 2019","1","BatchId:3633317;OriginalHitTemplateId:928390838;","604800","604800","Mon May 20 23:11:15 PDT 2019","","","3NLZY2D53QCV3RJGRV5QFDTFZNWLQY","A2OAZPREKF6PQR","Submitted","Mon May 06 23:36:49 PDT 2019","Mon May 06 23:44:02 PDT 2019","Mon May 13 23:44:02 PDT 2019","","","","433","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04741.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04761.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04781.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04801.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04821.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04841.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04861.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04881.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04901.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04921.jpg","","[{""height"":785,""label"":""Left Image"",""left"":53,""top"":1,""width"":616},{""height"":794,""label"":""Right Image"",""left"":693,""top"":1,""width"":638}]","797","1400"
"3BS6ERDL93UH8DEB93O21B8UUO7D69","306E1TDSET2TKNKEVJWHXMSDP86DRI","Draw bounding boxes to annotate the edges of historical photos","Please draw bounding boxes to annotate the edges of left and right images regardless of ""artifact"" - tapes, scratches, light leaks, etc.","bounding box, historical photos, keystone","$0.20","Mon May 06 23:11:15 PDT 2019","1","BatchId:3633317;OriginalHitTemplateId:928390838;","604800","604800","Mon May 20 23:11:15 PDT 2019","","","3FE2ERCCZYVI90LY4A6T7P7ZPWFOPR","A2OAZPREKF6PQR","Submitted","Mon May 06 23:37:28 PDT 2019","Mon May 06 23:56:39 PDT 2019","Mon May 13 23:56:39 PDT 2019","","","","1151","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04743.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04763.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04783.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04803.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04823.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04843.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04863.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04883.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04903.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04923.jpg","","[{""height"":697,""label"":""Left Image"",""left"":8,""top"":6,""width"":696},{""height"":693,""label"":""Right Image"",""left"":717,""top"":10,""width"":680}]","703","1400"
"3UUSLRKAULQ0CDSGSDTU7P8QPZRD78","306E1TDSET2TKNKEVJWHXMSDP86DRI","Draw bounding boxes to annotate the edges of historical photos","Please draw bounding boxes to annotate the edges of left and right images regardless of ""artifact"" - tapes, scratches, light leaks, etc.","bounding box, historical photos, keystone","$0.20","Mon May 06 23:11:15 PDT 2019","1","BatchId:3633317;OriginalHitTemplateId:928390838;","604800","604800","Mon May 20 23:11:15 PDT 2019","","","3BWI6RSP7HW7R349EA9G2RM0L09E7C","A2OAZPREKF6PQR","Submitted","Tue May 07 00:57:30 PDT 2019","Tue May 07 01:35:48 PDT 2019","Tue May 14 01:35:48 PDT 2019","","","","2298","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04745.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04765.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04785.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04805.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04825.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04845.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04865.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04885.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04905.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04925.jpg","","[{""height"":780,""label"":""Left Image"",""left"":77,""top"":15,""width"":625},{""height"":788,""label"":""Right Image"",""left"":719,""top"":15,""width"":619}]","803","1400"
"3P4ZBJFX2VQC0C7DRRWWN5ASU3GFWN","306E1TDSET2TKNKEVJWHXMSDP86DRI","Draw bounding boxes to annotate the edges of historical photos","Please draw bounding boxes to annotate the edges of left and right images regardless of ""artifact"" - tapes, scratches, light leaks, etc.","bounding box, historical photos, keystone","$0.20","Mon May 06 23:11:15 PDT 2019","1","BatchId:3633317;OriginalHitTemplateId:928390838;","604800","604800","Mon May 20 23:11:15 PDT 2019","","","37XITHEISXW2CO4ARX1RHKDX10KRCP","A2OAZPREKF6PQR","Submitted","Mon May 06 23:37:23 PDT 2019","Mon May 06 23:50:02 PDT 2019","Mon May 13 23:50:02 PDT 2019","","","","759","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04747.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04767.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04787.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04807.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04827.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04847.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04867.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04887.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04907.jpg","https://s3-us-west-2.amazonaws.com/slowglass-testamk/comp100/04927.jpg","[{""annotationType"":""bounding-box"",""height"":777,""id"":19,""label"":""Left Image"",""left"":66,""top"":12,""width"":643},{""annotationType"":""bounding-box"",""height"":785,""id"":20,""label"":""Right Image"",""left"":719,""top"":17,""width"":630}]","","",""
